,Year,Mon,Week,Open,High,Low,Close,Volume,service,downloading,copyrighted,internet,hashtag,tracking,advertisers,offline,cardholders,spam,chat,uploaded,video,painstakingly,promotional,machinima,placement,web,searches,notifying,feeds,graphs,update,intrade,microblogs,stored,banter,application,infringing,html,lists,http,subscriptions,automatically,sites,streaming,compiling,maps,experiential,digitally,scalpers,illegitimately,satellite,hangout,rumor,posts,trackers,platform,subscriber,websites,airtime,users,edit,petition,backpage,content,information,scams,multiplatform,upload,com,media,document,recorder,href,timeline,caption,copyright,scanning,catalogs,skips,user,deleting,download,click,updating,mail,notices,blogs,posting,messages,pandora,delete,alerts,listings,authentication,search,interactive,kickstarter,videos,virtual,geek,facetime,trailers,texts,autoslash,browse,silicon,keystrokes,lounges,fake,bookmarks,conferencing,customized,streams,site,checking,verifying,dotcom,post,social,via,preloaded,megaupload,pdf,postings,incorporating,graphics,adblock,archive,downloaded,online,autographs,database,youtube,tabs,updated,updates,nyt,tweets,orchestration,shazam,bridgebase,edits,informative,booking,fastweb,telephone,kotaku,consoles,chip,discontinuing,patents,ibooks,laptops,faster,smart,automated,infringed,machine,sensors,developers,antivirus,mapping,tweaked,wearable,delivery,counters,desktop,storage,gps,cloud,holdouts,mainframe,operating,electronics,handsets,inexpensive,simplified,modes,screens,fast,layout,devices,screen,intel,nifty,hardware,android,password,browsing,computing,televisions,wearer,cellular,consumer,maneuvers,videoconferencing,smartphone,connector,server,computers,pricing,java,printing,technologies,interface,oracle,tools,device,printers,phones,target,analytics,speedier,refine,processors,simulation,newer,computer,xerox,eyeglasses,titan,handset,portable,laptop,webos,playbook,motion,appliances,date,Day
124,2014,11,2,108.806,109.44,108.04,108.914,39990562,86,65,72,91,57,55,58,76,67,84,65,54,85,43,60,39,89,71,45,73,58,93,71,2,28,92,80,95,56,80,82,57,63,86,75,80,68,79,77,27,20,29,70,71,36,76,63,68,12,76,24,89,88,20,70,93,90,75,26,78,87,81,93,83,87,36,32,64,87,62,48,90,66,84,47,58,84,78,62,43,63,60,84,62,60,88,76,82,41,89,74,71,33,61,81,6,50,57,68,71,74,71,71,79,26,73,60,44,7,83,83,84,74,4,85,53,80,82,84,84,78,84,53,84,86,61,69,62,38,35,94,42,49,78,48,34,69,90,64,61,70,47,64,44,65,76,73,82,23,81,89,71,75,91,10,71,72,57,79,77,42,84,4,67,90,78,52,88,69,92,79,24,91,90,89,81,65,88,78,82,63,76,48,41,85,83,70,55,71,79,79,73,84,79,92,85,89,80,88,83,71,76,61,84,13,78,72,67,82,79,85,85,55,67,76,87,52,10,95,87,2014-11-08,08
125,2014,11,3,110.41,111.63,110.218,111.356,41033336,86,65,64,88,57,59,58,77,63,85,64,56,86,76,60,34,86,72,45,64,64,93,74,3,47,91,78,93,64,82,81,57,63,88,73,73,68,78,95,31,21,22,68,55,38,75,72,68,11,75,24,90,86,22,61,96,88,76,40,76,87,83,94,86,85,36,33,65,86,68,54,92,67,86,50,60,85,78,61,45,62,65,84,72,59,88,76,84,43,87,73,73,32,59,82,8,48,56,71,69,72,70,78,84,28,73,60,49,7,84,83,80,78,4,84,57,87,86,87,80,79,86,54,86,86,61,70,64,39,56,77,42,53,76,49,33,65,91,61,68,72,51,67,44,70,78,75,84,24,83,92,71,75,92,14,71,71,53,79,76,43,84,5,66,90,79,51,87,69,96,78,23,93,91,90,84,64,86,80,83,64,77,58,34,86,84,63,64,72,83,78,77,87,76,93,88,91,84,90,84,73,77,61,87,11,78,74,69,86,81,85,82,56,65,79,89,49,9,95,90,2014-11-15,15
126,2014,11,4,115.214,116.628,114.374,115.382,46682937,80,65,55,86,54,53,49,77,62,83,64,54,86,49,69,36,78,69,40,53,60,73,65,2,28,80,79,86,48,79,75,55,67,80,74,76,70,75,61,25,27,24,66,51,35,74,78,64,11,71,26,80,83,17,60,89,76,69,31,75,90,89,82,81,84,29,32,57,79,56,49,85,63,84,47,53,80,69,57,44,62,65,81,63,57,80,70,72,37,89,73,80,34,73,80,5,48,51,50,70,73,64,63,79,29,74,56,37,15,82,75,81,73,5,82,44,72,84,87,76,77,87,50,76,88,59,65,59,39,50,71,42,51,75,33,33,65,90,56,80,75,39,55,43,94,74,84,77,15,82,83,66,74,82,13,75,71,56,77,74,45,80,3,61,83,88,45,77,52,91,73,23,88,86,91,91,66,88,77,83,61,69,100,28,77,79,63,49,82,75,74,80,75,70,81,76,85,74,86,78,73,83,98,79,19,75,82,63,79,77,79,71,54,68,86,100,59,10,91,100,2014-11-22,22
127,2014,11,5,118.2825,119.255,117.4875,118.5375,45484388,87,64,69,86,53,69,56,78,72,80,64,56,85,53,78,50,83,72,46,61,58,94,71,3,37,89,97,90,64,79,79,57,81,86,73,73,67,74,81,25,24,24,69,53,37,75,84,66,12,76,25,86,86,20,63,93,85,76,33,78,86,85,90,86,82,35,33,64,86,68,49,89,68,84,47,53,82,72,57,56,64,77,83,68,57,84,76,82,39,88,73,87,31,61,80,7,47,55,62,72,77,68,66,93,28,72,61,41,11,87,81,82,64,4,80,56,75,85,83,78,77,85,56,82,85,59,67,58,37,38,88,43,44,73,46,33,64,93,62,72,74,47,63,43,78,75,79,87,19,84,85,67,69,86,14,87,73,56,82,80,44,84,3,68,89,85,54,93,65,95,73,23,90,93,92,85,65,87,74,85,62,75,66,26,88,84,70,51,79,81,76,79,82,71,95,83,89,75,88,82,75,84,71,87,12,90,79,66,86,81,84,78,51,66,86,92,59,9,97,87,2014-11-29,29
128,2014,12,1,115.964,116.926,113.812,115.224,53340217,86,64,68,85,54,70,53,81,84,84,63,58,86,77,70,39,79,71,47,68,58,91,73,3,56,90,79,88,100,77,79,56,83,86,80,78,69,76,73,31,24,15,65,54,40,73,86,66,12,75,24,85,86,19,63,91,82,74,29,77,86,85,91,86,87,34,34,64,87,64,49,87,70,85,47,56,82,72,56,66,65,82,83,68,57,85,76,79,36,88,70,83,34,60,76,10,51,55,67,66,74,70,62,97,27,73,60,43,7,88,75,80,74,5,78,49,75,81,85,80,77,88,50,80,86,61,66,63,36,35,84,43,46,75,39,34,57,95,55,66,77,52,63,42,66,75,75,83,18,83,79,64,68,86,15,72,77,56,78,74,44,85,3,64,87,80,46,96,74,87,73,22,90,91,89,80,65,84,76,82,61,73,49,34,87,82,69,42,80,79,75,72,82,70,95,82,87,75,88,83,70,79,65,81,17,81,70,64,83,79,82,82,53,66,87,86,60,9,93,78,2014-12-06,06
129,2014,12,2,112.284,113.894,110.686,111.964,51987584,85,65,72,84,54,81,47,82,59,81,63,60,85,52,65,40,76,71,58,64,54,73,73,2,29,86,75,84,49,73,73,55,84,83,76,79,67,75,55,25,25,15,64,53,41,72,87,62,12,71,26,81,85,18,62,88,74,68,27,77,85,86,83,86,85,29,32,57,79,47,49,86,69,86,48,57,83,68,55,100,69,87,84,61,56,85,74,75,34,90,67,81,32,58,73,10,49,53,59,68,73,66,60,90,29,71,58,43,7,98,68,84,64,4,73,51,67,81,87,78,78,87,54,75,88,61,66,64,36,35,88,44,52,79,29,34,59,96,52,62,79,53,59,40,66,73,74,78,19,80,83,63,69,84,13,74,78,54,77,70,45,81,3,56,81,81,58,94,57,82,71,21,85,85,88,82,72,81,77,84,62,66,51,33,84,75,56,44,81,80,77,71,76,68,91,81,84,74,86,85,68,79,69,81,13,75,67,59,76,76,82,82,53,67,85,86,68,9,88,77,2014-12-13,13
130,2014,12,3,109.664,111.498,108.35,109.76,65771315,76,81,48,86,50,67,26,100,57,67,69,64,93,31,51,39,64,64,41,56,47,26,68,2,16,65,71,71,31,55,59,49,73,77,74,86,49,62,26,26,24,16,68,52,39,70,100,54,10,66,27,68,83,13,66,78,55,55,22,78,86,84,54,83,61,22,34,44,64,40,46,75,71,100,46,58,74,66,53,44,92,88,87,55,67,64,69,51,31,98,55,76,53,58,81,8,51,45,45,73,76,64,36,74,24,64,51,43,30,82,47,68,79,6,63,34,38,84,100,74,99,91,55,57,97,67,59,61,37,35,51,50,57,87,12,37,48,83,58,75,86,65,40,49,74,81,78,56,5,76,67,58,76,59,11,64,74,60,75,73,46,77,2,44,69,77,47,74,33,80,65,23,74,77,95,84,71,75,87,93,64,45,67,25,70,61,51,28,83,71,76,69,55,61,67,57,68,52,77,83,55,83,80,55,12,62,69,49,85,74,55,74,54,68,83,95,81,10,84,80,2014-12-20,20
131,2014,12,4,112.5175,113.5125,112.1125,112.87,29849132,80,78,55,88,51,57,32,86,65,67,70,65,92,52,55,41,68,63,45,58,52,33,65,1,15,64,74,77,37,51,63,47,55,78,81,96,40,65,45,24,26,16,70,51,42,79,97,56,11,71,28,70,84,14,69,78,59,59,28,78,86,83,55,86,56,25,37,50,68,51,49,74,77,96,43,53,71,81,61,35,96,59,91,60,80,61,74,52,32,100,53,76,46,65,87,7,50,46,55,97,79,66,32,67,33,67,56,43,18,82,54,69,66,6,63,47,40,80,91,80,99,97,59,56,92,64,62,61,38,39,56,50,57,100,14,38,53,84,54,66,76,50,42,53,66,82,77,61,10,75,72,56,74,61,12,62,77,66,74,93,43,80,1,46,70,74,51,87,36,82,73,25,79,77,95,79,66,80,86,90,68,46,68,28,68,69,66,31,78,70,69,67,63,60,65,57,64,46,75,81,62,82,54,55,14,65,69,51,94,73,50,99,56,67,75,91,84,12,86,94,2014-12-27,27
132,2015,01,1,111.39,111.44,107.35,109.33,53204626,90,67,72,89,59,63,46,78,57,80,63,57,86,75,55,43,86,69,49,74,59,68,61,2,36,84,72,95,45,71,76,55,58,88,79,79,60,75,63,27,40,24,62,58,42,78,94,63,12,76,24,83,85,22,61,89,85,70,29,78,85,84,89,86,76,33,34,64,79,54,55,86,69,86,46,54,78,87,63,44,64,55,88,92,71,78,78,73,39,90,60,75,37,63,83,12,45,56,63,78,74,69,65,69,33,74,61,43,9,85,72,83,58,4,77,68,67,79,83,99,81,89,53,75,82,60,65,59,42,41,84,42,48,86,33,38,60,93,50,57,71,54,61,51,59,78,76,82,17,79,91,64,71,80,10,83,69,59,80,86,42,83,3,59,80,79,46,84,66,83,77,25,90,86,90,84,70,81,76,86,63,68,45,36,75,79,75,34,74,81,75,68,78,66,87,82,82,69,81,83,75,75,43,80,12,77,72,63,79,78,78,94,56,69,73,84,95,10,91,83,2015-01-03,03
133,2015,01,2,108.786,109.936,107.13,108.832,56650523,86,68,78,88,61,59,48,77,61,80,61,55,85,80,55,42,84,72,47,73,56,78,62,2,45,81,70,93,62,75,77,56,59,87,78,75,66,78,75,30,29,21,66,74,40,76,83,66,12,76,24,85,86,20,59,93,86,73,31,76,85,82,92,89,82,34,34,64,86,55,50,88,67,85,44,57,80,82,62,42,61,55,85,77,70,84,77,76,37,88,65,69,36,63,79,9,42,55,69,86,73,72,72,71,33,76,61,40,7,85,78,85,59,4,80,64,75,77,86,87,80,87,46,78,83,62,64,58,38,48,72,42,51,90,34,41,71,90,53,56,71,57,59,46,56,79,73,86,19,76,85,66,70,83,11,80,69,59,81,79,42,83,4,73,82,74,51,81,69,84,75,24,89,87,89,82,66,78,75,85,63,70,42,32,74,76,70,64,71,81,78,70,82,66,92,81,86,73,82,84,75,72,46,83,22,73,69,64,80,78,84,96,58,68,71,82,69,9,94,82,2015-01-10,10
134,2015,01,3,110.02,110.712,107.614,108.416,60845329,86,66,71,87,58,56,55,77,68,78,61,54,84,62,51,38,89,79,45,77,55,81,62,2,26,86,69,91,58,75,76,54,55,85,76,78,68,77,72,30,25,14,63,57,37,76,77,66,12,76,25,86,85,18,57,92,83,76,40,77,84,77,91,85,84,32,34,62,85,56,48,88,64,83,43,52,77,79,62,41,59,52,83,70,68,83,75,74,46,88,65,71,36,63,77,11,43,54,62,75,73,66,69,72,29,72,61,41,8,82,79,83,54,4,80,64,64,76,82,82,74,85,60,79,83,60,64,60,37,37,80,44,56,87,37,38,72,88,52,55,69,49,57,46,57,79,71,85,15,77,89,66,69,84,11,73,67,72,81,79,40,82,2,66,82,73,44,80,66,83,75,23,89,86,88,78,69,78,73,83,59,70,43,27,74,78,68,44,66,82,76,69,80,70,90,83,85,76,82,79,72,70,41,82,12,77,68,67,82,77,84,96,56,62,69,82,56,9,92,82,2015-01-17,17
135,2015,01,4,109.8375,111.5625,109.005,110.9125,49684260,90,68,75,87,58,56,63,80,74,78,61,56,84,73,53,45,86,80,44,82,58,83,68,2,20,86,67,91,48,78,81,55,56,86,75,78,71,78,74,30,22,14,65,58,35,79,73,66,12,77,25,86,84,19,58,95,85,79,44,78,87,79,93,86,81,34,35,66,86,55,51,90,64,84,44,54,79,76,62,42,60,55,83,94,67,84,75,76,45,89,69,75,35,65,78,13,44,56,67,71,71,69,72,75,30,74,62,48,7,81,80,84,56,4,81,64,68,78,84,83,78,87,58,81,84,60,69,62,39,35,77,42,52,87,48,38,67,89,50,51,72,51,60,45,57,80,71,88,28,78,85,66,70,86,13,68,69,80,79,78,40,83,2,68,87,72,47,80,72,88,74,23,90,86,90,78,68,78,72,83,61,74,41,25,72,78,76,64,67,78,77,71,80,71,92,82,85,74,83,82,71,71,39,83,18,76,71,69,79,78,85,92,56,63,70,82,51,8,93,80,2015-01-24,24
136,2015,01,5,115.7,116.83,113.91,114.722,93168536,90,66,75,85,61,58,72,77,75,77,61,58,90,56,52,41,85,79,46,78,55,86,70,2,53,87,64,90,61,77,81,55,55,88,73,77,72,76,72,30,25,14,63,61,37,76,73,67,12,75,24,88,86,19,59,94,87,79,23,76,86,76,94,85,83,34,33,65,86,52,52,90,67,83,44,55,79,76,60,41,61,57,85,88,63,88,76,77,41,88,68,74,33,69,81,8,47,57,62,73,71,69,70,78,31,72,64,42,6,83,79,84,52,4,83,61,82,78,89,81,77,86,54,81,85,59,69,61,36,62,79,42,52,84,59,38,81,90,53,51,71,50,64,43,57,77,69,84,16,79,90,65,71,86,13,67,74,77,79,79,40,85,2,67,88,75,48,81,74,86,72,25,91,85,88,78,67,78,72,83,59,74,37,28,74,78,70,63,66,80,79,69,81,71,91,86,87,76,84,82,70,72,42,87,12,76,70,69,79,77,86,90,55,66,68,82,52,8,94,80,2015-01-31,31
137,2015,02,2,119.018,119.85,117.94,119.142,54151480,89,63,78,83,57,60,56,78,68,79,60,57,84,80,54,37,84,74,45,75,59,87,67,2,31,86,66,88,59,78,79,55,71,87,78,85,70,76,80,26,21,14,61,56,38,77,73,67,11,75,23,87,84,20,59,93,85,77,41,77,84,76,93,85,86,35,34,64,94,51,50,88,65,83,42,58,77,78,59,39,82,63,82,71,66,89,75,75,42,85,67,73,33,64,80,10,43,59,55,72,69,69,70,75,29,69,62,44,6,83,79,85,61,4,83,58,76,78,83,79,74,84,49,81,82,59,64,62,38,40,82,44,58,78,59,39,64,88,55,49,70,44,65,41,57,77,70,91,31,80,90,66,69,87,15,66,84,71,77,74,41,84,4,69,85,74,50,84,71,86,74,23,90,85,88,76,67,79,71,83,60,72,40,29,72,77,73,58,65,79,77,69,80,70,91,85,86,75,83,81,70,70,41,85,20,80,65,70,81,76,84,91,53,62,66,78,51,7,93,81,2015-02-07,07
138,2015,02,3,122.966,124.334,122.462,124.032,60641357,92,68,80,86,61,57,51,77,61,79,62,56,86,62,50,35,86,73,40,80,58,78,67,2,32,89,63,89,54,76,79,53,55,88,77,100,66,77,79,25,24,28,65,58,38,77,76,66,12,76,27,84,85,18,64,94,82,77,37,79,84,75,90,85,83,33,34,61,90,52,55,86,67,85,43,54,74,82,61,42,62,54,85,92,73,82,74,71,43,89,66,73,34,64,80,8,42,54,58,78,70,69,67,73,32,70,60,43,10,84,76,82,64,4,85,60,76,77,85,83,76,87,62,80,84,59,67,63,37,40,82,44,54,89,55,37,66,89,55,55,69,46,62,44,59,79,70,87,15,83,90,67,70,86,13,68,76,77,76,77,41,84,3,68,88,72,47,79,65,86,77,25,91,83,88,76,67,85,73,88,58,69,39,40,73,77,70,51,65,79,75,68,80,70,88,83,85,73,85,80,70,72,41,83,18,74,67,67,86,75,80,94,53,60,68,80,48,11,97,82,2015-02-14,14
139,2015,02,4,128.0525,129.0475,127.6875,128.625,48588735,92,65,79,85,59,57,56,75,47,78,59,55,84,72,53,38,86,73,42,75,58,91,63,2,52,86,65,92,60,78,80,54,54,86,75,93,72,77,86,25,20,0,63,72,41,74,73,68,12,75,26,84,82,19,63,95,86,77,29,77,86,74,93,85,87,35,34,64,90,49,54,87,63,81,42,52,72,80,61,41,60,52,81,78,67,86,74,75,53,87,70,72,35,62,77,12,42,57,71,78,70,66,75,74,31,71,62,44,7,84,82,87,58,4,86,60,79,78,80,82,74,85,56,82,81,58,68,60,38,39,82,43,50,84,64,38,69,88,51,52,69,55,66,40,59,77,72,91,18,81,92,64,68,87,13,68,71,70,75,76,40,85,3,65,86,71,48,78,72,87,73,25,93,87,86,74,69,80,69,86,58,74,38,23,76,80,80,52,64,78,76,68,82,69,92,85,86,75,86,80,70,71,39,86,16,80,67,68,78,74,83,94,50,61,68,79,46,9,94,80,2015-02-21,21
140,2015,02,5,130.66,131.928,128.766,130.568,73643272,93,64,76,85,57,59,50,76,75,80,61,55,85,88,53,34,83,75,41,72,62,91,62,2,35,88,62,93,68,79,82,53,57,87,74,85,74,78,76,25,21,14,62,73,42,75,71,70,12,75,24,85,84,19,66,94,86,73,31,77,88,75,93,84,82,35,34,64,88,51,54,87,63,82,40,53,72,76,61,41,63,54,80,80,65,86,75,75,44,87,70,74,34,64,80,5,40,59,61,77,70,69,71,70,32,71,63,44,7,84,85,88,58,3,87,61,89,76,77,80,74,84,53,81,81,58,67,59,36,38,88,42,44,87,59,39,68,88,53,53,69,51,66,38,58,81,69,90,18,78,91,67,67,87,11,71,72,71,75,79,42,84,3,67,87,71,43,85,72,85,75,25,93,85,86,75,70,79,70,82,58,72,36,26,75,78,80,55,68,79,76,67,85,69,92,83,86,75,86,80,70,74,40,86,12,89,64,70,77,74,86,88,54,60,67,78,45,7,94,76,2015-02-28,28
141,2015,03,2,128.858,129.496,127.346,128.0,49387698,91,67,71,82,57,60,49,78,60,79,60,53,85,52,53,35,85,73,42,73,58,92,68,1,39,87,66,94,64,81,81,53,52,98,74,81,70,78,87,25,23,27,61,62,42,78,71,70,12,73,25,86,83,62,65,95,86,73,41,80,90,73,95,84,92,34,36,67,89,52,56,88,66,82,41,56,73,77,58,43,60,54,82,69,64,88,75,77,43,88,70,72,34,65,76,17,41,57,68,76,69,65,73,72,31,72,64,45,7,87,85,89,56,3,88,62,82,78,77,79,76,83,53,84,81,57,71,64,36,55,90,43,37,86,52,39,63,88,53,50,72,39,64,39,58,75,70,88,36,78,93,66,69,88,11,75,71,67,74,77,43,84,4,63,84,72,44,79,73,88,75,26,96,86,86,82,70,80,70,83,55,73,34,32,74,78,78,53,63,82,76,68,89,70,92,85,88,77,85,80,68,70,41,86,24,78,67,69,82,75,85,93,53,61,68,79,44,7,92,77,2015-03-07,07
142,2015,03,3,125.166,126.372,123.036,124.386,65302809,90,66,72,83,57,56,52,77,69,80,60,53,83,66,51,34,83,74,42,75,55,85,64,2,33,87,65,93,60,80,78,53,48,85,74,94,69,77,90,24,23,13,61,60,53,81,70,70,11,72,25,87,83,31,66,94,85,71,45,78,90,71,92,81,86,32,35,66,87,51,60,87,65,84,41,54,74,76,58,41,62,54,81,61,63,90,73,77,40,87,69,71,32,66,80,11,40,57,65,77,70,63,69,72,32,71,65,42,7,83,82,87,59,3,87,61,80,76,80,78,74,82,52,82,80,57,80,64,37,47,92,42,63,83,49,41,63,87,53,46,67,39,65,38,58,76,70,87,24,78,91,66,68,88,15,68,68,67,73,76,43,82,2,68,83,71,41,81,68,84,78,28,96,83,86,75,67,81,70,79,56,72,36,25,70,76,78,54,64,79,75,65,85,69,94,83,86,77,83,80,69,69,40,83,10,80,65,69,75,73,85,86,59,59,67,78,43,7,91,78,2015-03-14,14
143,2015,03,4,126.756,127.816,125.49,126.772,53334595,90,68,70,82,63,57,49,78,55,80,62,54,83,48,51,34,81,76,41,67,63,83,64,2,43,86,67,90,53,80,79,53,53,94,74,89,72,79,75,25,22,25,60,59,57,78,75,69,11,74,25,84,84,22,65,95,83,70,39,79,88,74,94,91,90,33,36,65,85,51,63,87,65,83,42,54,76,76,57,42,62,52,81,63,61,90,74,74,46,86,69,70,32,68,76,11,40,61,61,76,69,64,73,67,32,71,65,42,7,86,80,87,64,3,85,62,93,76,80,78,73,87,52,82,83,57,80,61,40,40,87,45,45,82,48,41,66,89,52,50,67,51,65,37,58,76,70,89,12,77,93,64,66,90,14,66,69,66,74,77,42,84,1,65,84,71,42,80,67,86,77,33,100,81,85,74,66,82,70,83,57,71,35,25,71,76,81,46,64,82,74,64,87,68,90,84,87,76,84,79,67,69,41,87,11,71,64,68,76,72,85,87,56,57,69,77,46,6,92,78,2015-03-21,21
144,2015,03,5,125.644,126.458,124.394,124.954,41865235,93,69,78,79,58,55,42,80,65,77,63,54,87,58,52,32,79,73,46,71,59,72,69,2,41,83,63,88,53,75,77,52,46,87,75,78,68,84,76,25,20,14,60,56,52,83,75,68,12,75,28,83,82,19,68,92,76,67,28,81,89,72,88,87,81,31,37,62,80,47,60,87,65,85,43,55,75,73,59,41,67,49,83,68,68,83,75,68,42,88,61,73,35,69,83,9,42,60,59,74,74,63,63,66,31,70,63,42,7,88,72,87,49,4,81,64,75,76,84,78,76,86,49,78,82,59,71,64,37,40,74,46,44,86,44,44,59,89,52,46,69,52,58,36,58,77,70,85,21,77,89,64,65,83,13,62,72,59,71,82,42,82,3,67,81,70,41,82,59,84,78,74,94,78,89,74,61,82,71,81,55,64,39,35,71,71,78,51,62,77,73,62,84,67,86,79,83,71,83,79,62,69,43,84,24,79,60,66,74,71,79,83,56,57,68,77,49,6,92,78,2015-03-28,28
145,2015,04,1,124.925,125.34,123.645,124.785,36420784,90,71,79,81,58,55,46,80,58,79,64,52,87,60,52,35,83,72,45,66,60,75,73,2,40,83,61,90,59,74,76,52,54,85,75,80,68,79,75,24,24,0,59,56,46,82,73,68,12,72,27,83,83,19,68,92,77,69,37,79,91,70,87,82,84,31,37,62,82,49,66,85,64,85,41,55,74,78,58,42,63,49,83,69,68,85,74,68,39,89,68,75,32,68,80,7,45,68,58,75,72,61,62,69,34,71,62,47,7,83,79,86,98,3,83,64,70,75,83,77,77,83,47,80,82,57,71,59,36,36,80,45,42,91,40,43,57,86,50,46,67,66,59,36,55,78,69,85,15,79,86,63,65,84,15,59,69,56,72,80,43,82,4,67,80,70,44,80,64,84,78,100,95,79,88,74,65,81,72,81,57,64,36,31,71,73,80,54,62,77,73,61,87,67,89,81,82,73,82,79,61,69,42,83,32,80,59,68,73,70,79,81,57,60,66,76,41,6,92,76,2015-04-04,04
146,2015,04,2,125.952,127.164,125.04,126.524,36441482,91,70,77,80,57,53,47,80,49,77,61,52,85,48,53,31,84,75,50,82,60,84,68,2,44,87,57,88,45,76,78,53,46,85,74,79,67,79,88,24,24,27,58,57,43,82,77,72,11,73,25,86,81,19,67,94,83,74,32,76,90,72,91,78,86,33,37,62,85,50,65,89,65,84,42,57,75,78,60,43,63,49,82,65,62,86,76,74,39,87,71,73,30,71,79,9,44,91,57,72,72,68,66,69,35,70,64,46,8,85,90,97,66,3,87,63,86,80,82,77,74,82,55,82,80,56,70,61,36,34,71,42,33,81,41,42,61,88,49,49,68,54,62,36,54,78,68,88,15,79,91,63,65,86,13,62,70,56,71,77,44,82,3,65,83,69,38,81,68,86,80,63,96,83,87,73,62,83,70,80,56,67,32,26,70,75,77,49,61,76,73,62,87,73,92,82,85,76,82,81,64,68,42,83,10,78,63,84,76,71,80,77,62,59,67,72,43,6,91,75,2015-04-11,11
147,2015,04,3,126.722,127.246,125.82,126.17,34237233,94,65,71,81,60,54,55,79,50,78,60,51,85,34,54,29,84,75,56,73,60,91,66,2,44,87,61,90,65,79,78,51,48,85,74,78,68,82,85,24,23,20,60,54,47,83,69,71,11,74,26,85,82,21,66,95,85,77,38,78,88,72,93,81,86,35,37,66,83,47,65,88,64,80,43,55,73,77,57,45,59,52,82,70,62,88,74,76,37,87,69,74,30,73,77,9,43,79,61,76,71,74,66,69,36,69,63,50,7,82,86,83,55,3,86,68,81,78,82,78,74,81,45,83,79,57,69,62,36,32,73,45,36,85,42,42,60,87,50,47,69,54,68,35,55,79,69,90,23,80,90,65,64,90,14,72,74,59,71,80,43,84,5,67,83,71,41,82,68,83,80,48,98,84,88,73,68,87,69,79,56,72,33,23,72,77,88,48,60,80,72,64,91,76,93,83,85,75,84,81,64,69,49,83,14,80,63,89,76,72,82,75,58,58,67,73,43,6,92,77,2015-04-18,18
148,2015,04,4,127.89,129.248,127.106,128.616,41488135,90,67,83,80,59,52,55,79,68,78,61,51,90,51,53,32,86,73,50,74,61,94,68,2,58,87,66,88,63,74,76,51,49,84,75,81,66,81,84,24,24,21,62,53,41,84,74,72,11,74,24,83,81,20,67,93,84,71,32,77,90,72,89,81,81,38,39,65,85,48,61,84,62,82,43,53,72,75,57,44,62,55,80,67,60,83,73,75,43,88,70,73,29,68,81,11,43,78,62,74,70,69,67,72,36,70,64,41,6,85,81,81,53,3,82,67,82,78,82,78,72,82,51,79,82,57,73,64,36,33,86,53,37,83,37,45,59,88,54,50,69,54,65,36,54,78,69,85,19,80,86,60,62,84,15,63,76,61,68,82,44,83,3,58,82,68,48,85,62,85,82,42,94,84,88,71,66,87,69,79,56,71,35,27,71,74,95,52,64,78,70,62,87,69,91,78,82,70,82,78,62,70,40,83,14,78,63,84,78,70,75,78,60,59,69,73,41,5,92,77,2015-04-25,25
149,2015,05,1,126.1,130.13,125.3,128.95,58512638,91,65,74,81,59,53,52,78,55,78,61,50,86,65,53,37,83,74,43,74,61,90,63,2,35,87,60,86,63,74,76,51,48,84,74,80,65,81,81,22,23,27,60,53,42,86,69,76,11,73,23,82,81,19,67,91,83,67,33,77,89,71,89,79,87,38,36,62,80,44,58,85,60,80,42,52,74,74,55,43,65,59,81,65,59,84,72,72,42,88,71,70,29,67,85,13,40,75,59,73,72,67,67,72,42,70,62,42,7,85,82,89,49,3,83,66,77,75,78,77,72,82,42,78,80,56,65,69,35,40,85,51,38,80,35,42,58,89,50,46,67,50,62,34,54,76,68,88,17,78,86,61,61,86,16,63,81,59,68,82,43,82,3,62,78,69,40,82,66,84,83,35,95,83,87,70,66,88,66,78,52,68,34,27,69,73,88,46,63,78,72,60,88,67,91,79,82,71,80,78,61,69,40,84,10,83,59,84,75,68,78,72,56,60,70,72,44,6,90,76,2015-05-02,02
150,2015,05,2,127.132,127.894,125.506,126.478,54378396,90,65,78,79,55,53,49,80,47,77,61,48,86,57,52,35,85,75,42,65,59,94,61,2,35,83,74,88,53,77,76,50,49,84,74,73,65,82,72,21,28,28,59,65,43,88,71,70,11,74,23,82,81,21,67,92,84,78,29,79,91,70,89,82,87,37,37,63,80,46,59,86,62,80,42,50,73,76,57,44,68,54,82,71,58,83,73,73,53,90,71,74,29,69,83,11,43,75,59,76,72,70,69,69,32,69,64,43,8,83,79,88,65,3,82,72,80,75,80,75,74,81,46,79,82,57,67,62,36,33,78,49,41,84,31,43,51,88,52,49,68,45,63,35,53,76,68,87,18,79,89,61,62,86,14,60,73,62,70,80,45,82,2,63,80,69,45,82,65,83,80,35,96,84,86,70,72,87,65,79,55,67,32,32,69,75,90,44,62,78,73,61,88,68,91,82,83,73,82,79,62,68,40,82,24,85,60,88,84,71,80,73,56,58,69,73,42,6,91,79,2015-05-09,09
